,0
0,-3.278140000000043
1,10.684502833333289
2,11.315532233333307
3,-8.693379000000034
4,3.1861990999999494
5,-15.712299333333371
6,-1.2203758333333778
7,2.55432833333329
8,-2.9572600000000286
9,-10.36834963333337
10,
11,-1.448924130000039
