,Date,Open,High,Low,Close,Volume,Signal,NumBuy,Cost,NumSell,Income,Profit
306,3/31/2014,7.07,7.15,7.07,7.11,84993,1,14100.0,-99856.4679,,,
307,4/1/2014,7.15,7.22,7.11,7.18,164941,1,,,,,
308,4/2/2014,7.18,7.29,7.15,7.29,225756,1,,,,,
309,4/3/2014,7.29,7.44,7.26,7.29,390989,1,,,,,
310,4/4/2014,7.36,7.44,7.26,7.36,235700,-1,,,,,
311,4/8/2014,7.36,7.58,7.36,7.51,364484,-1,,,-14100.0,103599.5808,3743.112899999993
312,4/9/2014,7.51,7.51,7.36,7.36,152105,-1,,,,,
313,4/10/2014,7.44,7.51,7.36,7.44,191761,-1,,,,,
314,4/11/2014,7.36,7.44,7.36,7.44,144955,-1,,,,,
315,4/16/2014,7.51,7.51,7.29,7.36,223970,-1,,,,,
316,4/17/2014,7.36,7.44,7.29,7.36,370684,-1,,,,,
317,4/18/2014,7.42,7.58,7.33,7.54,414636,1,,,,,
318,4/21/2014,7.54,7.54,7.46,7.5,113549,1,13200.0,-99697.1976,,,
319,4/22/2014,7.5,7.5,7.42,7.46,107233,1,,,,,
320,4/23/2014,7.46,7.58,7.46,7.54,226199,1,,,,,
321,4/24/2014,7.54,7.63,7.5,7.63,153918,1,,,,,
322,4/25/2014,7.63,7.63,7.5,7.5,120744,-1,,,,,
323,4/28/2014,7.46,7.54,7.46,7.46,78200,-1,,,-13200.0,98304.5976,-1392.6000000000058
324,4/29/2014,7.42,7.5,7.42,7.46,94285,-1,,,,,
325,4/30/2014,7.46,7.54,7.42,7.46,89572,-1,,,,,
326,5/2/2014,7.5,7.5,7.42,7.46,102616,-1,,,,,
327,5/6/2014,7.46,7.5,7.38,7.38,118227,-1,,,,,
328,5/7/2014,7.29,7.33,7.17,7.29,209393,1,,,,,
329,5/8/2014,7.21,7.25,7.08,7.08,311055,-1,13800.0,-99667.14660000001,,,
330,5/9/2014,7.08,7.17,7.0,7.0,219086,-1,,,-13800.0,97537.9032,-2129.2434000000067
331,5/12/2014,7.0,7.04,6.92,6.92,204686,-1,,,,,
332,5/14/2014,6.96,7.04,6.92,7.0,230944,1,,,,,
333,5/15/2014,7.0,7.0,6.83,6.96,171512,1,14200.0,-99568.98000000001,,,
334,5/16/2014,6.88,7.13,6.88,7.13,239615,1,,,,,
335,5/19/2014,7.08,7.33,7.04,7.33,220370,1,,,,,
336,5/20/2014,7.13,7.29,7.04,7.25,222828,1,,,,,
337,5/21/2014,7.21,7.29,7.17,7.21,147461,1,,,,,
338,5/22/2014,7.25,7.29,7.21,7.29,110615,-1,,,,,
339,5/23/2014,7.0,7.25,7.0,7.21,450031,-1,,,-14200.0,99231.01999999999,-337.96000000002095
340,5/26/2014,7.21,7.29,7.17,7.17,131427,-1,,,,,
341,5/27/2014,7.25,7.33,7.21,7.29,185907,-1,,,,,
342,5/28/2014,7.33,7.58,7.33,7.58,804447,1,,,,,
343,5/29/2014,7.54,7.79,7.46,7.63,505494,1,13200.0,-99697.1976,,,
344,5/30/2014,7.63,7.83,7.63,7.83,383810,1,,,,,
345,6/2/2014,7.92,8.17,7.83,8.08,423409,-1,,,,,
346,6/3/2014,8.17,8.25,8.0,8.08,309521,-1,,,-13200.0,107660.6652,7963.467600000004
347,6/4/2014,8.04,8.04,7.83,7.88,299134,-1,,,,,
348,6/5/2014,7.92,8.0,7.88,7.96,136960,-1,,,,,
349,6/6/2014,8.0,8.0,7.88,7.96,123680,-1,,,,,
350,6/9/2014,7.96,8.0,7.88,7.88,102350,-1,,,,,
351,6/10/2014,7.88,8.0,7.88,7.96,119307,-1,,,,,
352,6/11/2014,7.96,8.0,7.83,7.88,126549,1,,,,,
353,6/12/2014,7.83,7.92,7.79,7.88,75032,1,12700.0,-99610.0497,,,
354,6/13/2014,7.83,7.88,7.71,7.75,99191,-1,,,,,
355,6/16/2014,7.71,7.83,7.71,7.79,86946,-1,,,-12700.0,97750.5411,-1859.508600000001
356,6/17/2014,7.83,7.83,7.75,7.79,88465,-1,,,,,
357,6/18/2014,7.83,7.88,7.58,7.58,236487,-1,,,,,
358,6/19/2014,7.63,7.83,7.63,7.83,107811,1,,,,,
359,6/20/2014,7.79,7.83,7.71,7.79,81133,1,12800.0,-99881.5104,,,
360,6/23/2014,7.83,7.92,7.79,7.79,192285,1,,,,,
361,6/24/2014,7.79,7.83,7.67,7.75,128915,-1,,,,,
362,6/25/2014,7.79,7.83,7.71,7.79,73344,-1,,,-12800.0,99542.4896,-339.0207999999984
363,6/26/2014,7.83,7.88,7.75,7.79,108327,-1,,,,,
364,6/27/2014,7.83,7.92,7.79,7.83,140094,1,,,,,
365,6/30/2014,7.92,8.13,7.88,8.04,427969,1,12600.0,-99961.6464,,,
366,7/2/2014,8.08,8.13,8.0,8.0,169766,1,,,,,
367,7/3/2014,8.08,8.17,8.0,8.04,278059,1,,,,,
368,7/4/2014,8.08,8.08,8.0,8.0,168590,-1,,,,,
369,7/7/2014,8.04,8.33,8.04,8.21,509844,-1,,,-12600.0,101131.78319999998,1170.1367999999784
370,7/8/2014,8.25,8.33,8.17,8.29,323891,1,,,,,
371,7/9/2014,8.33,8.33,8.21,8.21,141934,1,11900.0,-99295.5159,,,
372,7/10/2014,8.25,8.33,8.25,8.25,235755,1,,,,,
373,7/14/2014,8.33,8.42,8.29,8.42,154560,1,,,,,
374,7/15/2014,8.42,8.5,8.29,8.42,168977,1,,,,,
375,7/16/2014,8.42,8.58,8.42,8.5,195529,1,,,,,
376,7/17/2014,8.58,8.58,8.42,8.5,157540,-1,,,,,
377,7/18/2014,8.5,8.58,8.33,8.42,203554,-1,,,-11900.0,100978.045,1682.5290999999997
378,7/21/2014,8.42,8.5,8.33,8.42,154636,-1,,,,,
379,7/22/2014,8.42,8.42,8.17,8.25,373014,-1,,,,,
380,7/23/2014,8.33,8.83,8.33,8.83,689747,1,,,,,
381,7/24/2014,8.83,8.92,8.58,8.92,365850,1,11300.0,-99948.62430000001,,,
382,7/25/2014,8.83,8.92,8.67,8.83,160237,1,,,,,
383,7/28/2014,8.83,8.83,8.58,8.67,178970,1,,,,,
384,7/29/2014,8.75,8.75,8.5,8.58,105367,-1,,,,,
385,7/30/2014,8.58,8.67,8.42,8.58,260786,-1,,,-11300.0,96789.1782,-3159.4461000000156
386,7/31/2014,8.5,8.75,8.5,8.58,161958,-1,,,,,
387,8/1/2014,8.42,8.67,8.33,8.58,224039,-1,,,,,
388,8/4/2014,8.5,8.67,8.5,8.67,108551,1,,,,,
389,8/5/2014,8.75,8.75,8.58,8.58,119327,1,11400.0,-99919.575,,,
390,8/6/2014,8.58,8.67,8.5,8.5,110290,1,,,,,
391,8/7/2014,8.58,8.58,8.42,8.5,196483,-1,,,,,
392,8/8/2014,8.42,8.67,8.42,8.5,127194,-1,,,-11400.0,95824.8204,-4094.7546
393,8/13/2014,8.58,8.83,8.5,8.75,281449,1,,,,,
394,8/14/2014,8.83,8.92,8.58,8.58,196651,1,11300.0,-99948.62430000001,,,
395,8/15/2014,8.67,9.0,8.58,8.92,550458,1,,,,,
396,8/18/2014,8.92,9.0,8.75,8.83,233997,1,,,,,
397,8/19/2014,8.83,8.92,8.67,8.75,151922,1,,,,,
398,8/20/2014,8.75,8.92,8.75,8.75,118305,-1,,,,,
399,8/21/2014,8.83,8.92,8.75,8.75,140397,-1,,,-11300.0,99609.37569999999,-339.2486000000208
400,8/22/2014,8.83,9.08,8.83,9.0,335916,1,,,,,
401,8/25/2014,9.0,9.17,8.92,9.08,260737,1,11000.0,-99168.3,,,
402,8/26/2014,9.17,9.17,9.0,9.0,134278,1,,,,,
