,0
0,-0.856036666666696
1,0.7416973333333008
2,3.8196695333333093
3,-17.251972833333365
4,-0.9847722000000116
5,-4.734733166666687
6,-11.439386000000036
7,-10.272668333333355
8,-5.392746666666695
9,5.82520799999997
10,
11,-4.054574100000027
