,0
0,-19.690660000000083
1,5.392024666666621
2,16.10536056666664
3,-12.728565500000055
4,-1.5278975666667247
5,-13.18090233333339
6,-0.29076586666672666
7,-17.9632383333334
8,0.25496666666662104
9,19.079905933333276
10,
11,-2.4549771766667225
