Date,Open,High,Low,Close,Volume,SMA10,EMA10
1/5/2004,55.0,56.0,54.0,54.5,89299,51.425,51.550890569813774
1/6/2004,55.0,55.0,51.5,53.0,98886,52.275,51.814365011665814
1/7/2004,51.5,51.5,49.5,49.5,122186,52.45,51.39357137318112
1/8/2004,50.0,52.5,50.0,52.0,64146,53.0,51.503831123511816
1/9/2004,52.5,53.5,52.0,53.0,79152,53.3,51.77586182832785
1/12/2004,53.5,54.5,52.5,54.0,142874,53.4,52.18025058681369
1/13/2004,56.0,56.0,53.5,54.5,152336,53.55,52.60202320739302
1/14/2004,54.5,55.0,53.5,54.0,72261,53.5,52.85620080604883
1/15/2004,54.0,54.0,50.0,51.0,154924,53.05,52.51870975040359
1/16/2004,50.5,52.0,50.0,51.5,80482,52.7,52.33348979578474
1/19/2004,52.0,52.0,50.0,50.5,42559,52.3,52.000128014732965
1/20/2004,51.5,52.5,50.5,51.5,106595,52.15,51.90919564841788
1/21/2004,52.5,53.5,50.5,51.5,97156,52.35,51.83479643961462
1/22/2004,52.0,52.5,50.5,51.0,81817,52.25,51.6830152687756
1/23/2004,50.0,51.0,49.25,51.0,98235,52.05,51.55883067445276
1/26/2004,50.0,50.5,48.25,48.5,95287,51.5,51.00267964273407
1/27/2004,48.0,49.25,46.75,49.0,97350,50.95,50.63855607132787
1/28/2004,48.75,48.75,47.5,48.0,55418,50.35,50.15881860381371
1/29/2004,47.5,48.0,46.5,47.0,55004,49.95,49.584487948574846
1/30/2004,47.25,47.75,46.5,46.5,52106,49.45,49.02367195792487
2/2/2004,46.75,46.75,44.5,44.5,99268,48.85,48.201186147393074
2/3/2004,44.25,47.0,43.0,47.0,127311,48.4,47.982788666048876
2/4/2004,47.75,50.0,47.25,49.0,155654,48.15,48.16773618131272
2/5/2004,49.0,51.0,48.5,50.5,69790,48.1,48.59178414834677
2/6/2004,51.0,51.0,47.5,47.5,87796,47.75,48.39327793955644
2/9/2004,49.0,49.75,48.25,49.75,74168,47.875,48.639954677818906
2/10/2004,50.0,51.5,49.5,51.5,122511,48.125,49.15996291821547
2/11/2004,52.0,52.5,50.5,51.5,71901,48.475,49.58542420581266
2/12/2004,52.0,53.5,51.5,52.0,135177,48.975,50.024437986573986
2/13/2004,52.0,52.5,51.0,52.5,54127,49.575,50.47454017083326
2/16/2004,52.5,53.0,50.0,50.5,105651,50.175,50.47916923068175
2/17/2004,50.0,51.0,49.5,50.5,69906,50.525,50.482956643285064
2/18/2004,51.0,51.5,50.0,50.5,46000,50.675,50.48605543541505
2/19/2004,50.5,51.0,49.75,50.0,26864,50.625,50.397681719885036
2/20/2004,49.5,50.5,48.5,50.0,76909,50.875,50.32537595263321
2/23/2004,50.0,51.0,49.5,51.0,36855,51.0,50.44803487033626
2/24/2004,50.0,51.0,49.75,50.0,53291,50.85,50.366573984820576
2/25/2004,50.0,50.0,47.75,48.25,78062,50.525,49.98174235121683
2/26/2004,48.25,48.75,45.25,46.5,175056,49.975,49.34869828735922
2/27/2004,45.25,47.75,45.0,47.25,237701,49.45,48.967116780566634
3/1/2004,48.25,48.5,47.25,47.5,180846,49.15,48.700368275009055
3/2/2004,47.5,48.0,47.0,47.25,63825,48.825,48.43666495228013
3/3/2004,47.0,47.25,46.75,47.0,34260,48.475,48.17545314277465
3/4/2004,47.0,47.75,46.75,47.5,61810,48.225,48.05264348045198
3/8/2004,47.75,47.75,47.0,47.0,50189,47.925,47.86125375673343
3/9/2004,47.25,47.75,47.0,47.0,56332,47.525,47.70466216460008
3/10/2004,47.25,47.25,46.0,46.0,61839,47.125,47.394723589218245
3/11/2004,46.0,46.25,45.25,45.75,43413,46.875,47.09568293663311
3/12/2004,45.25,45.75,44.5,44.75,62346,46.7,46.669195129972536
3/15/2004,44.75,45.0,43.25,43.5,46204,46.325,46.09297783361389
3/16/2004,43.0,44.0,42.5,43.25,68474,45.9,45.57607277295682
3/17/2004,43.75,45.25,43.5,44.5,55240,45.625,45.38042317787376
3/18/2004,45.5,47.0,45.5,46.5,107560,45.575,45.58398260007853
3/19/2004,46.75,46.75,46.0,46.25,54746,45.45,45.70507667279152
3/22/2004,46.0,47.5,45.75,46.75,93364,45.425,45.89506273228397
3/23/2004,46.75,47.25,46.5,47.25,39534,45.45,46.141414962777795
3/24/2004,47.25,47.25,46.75,46.75,27200,45.525,46.25206678772729
3/25/2004,46.75,46.75,45.5,45.5,45760,45.5,46.11532737177687
3/26/2004,45.75,46.5,45.5,46.25,39684,45.65,46.139813304181075
3/29/2004,45.75,46.25,45.25,45.75,51518,45.875,46.068938157966336
3/30/2004,45.75,46.0,45.5,45.5,42550,46.1,45.96549485651791
3/31/2004,45.75,45.75,45.0,45.25,64623,46.175,45.83540488260556
4/1/2004,45.0,47.0,44.5,47.0,171704,46.225,46.04714944940455
4/2/2004,48.25,49.75,48.0,49.0,318145,46.5,46.584031367694635
4/5/2004,49.75,50.0,49.0,49.0,113166,46.725,47.02329839175016
4/7/2004,49.5,50.5,49.25,49.75,169670,46.975,47.519062320522856
4/8/2004,49.75,50.0,48.75,49.0,73617,47.2,47.788323716791425
4/9/2004,49.25,49.75,48.5,49.5,33316,47.6,48.09953758646571
4/12/2004,50.0,51.5,49.75,51.0,126716,48.075,48.62689438892649
4/16/2004,51.5,52.5,51.0,51.5,107518,48.65,49.149277227303486
4/19/2004,50.0,51.0,49.75,50.0,85648,49.1,49.30395409506649
4/20/2004,51.0,51.0,49.75,50.5,84023,49.625,49.52141698687257
4/21/2004,50.5,51.0,49.25,49.25,72335,49.85,49.47206844380483
4/22/2004,49.5,49.5,48.0,48.25,80052,49.775,49.24987418129486
4/23/2004,48.25,48.5,47.5,48.0,62213,49.675,49.022624330150336
4/26/2004,47.0,47.5,46.75,46.75,65660,49.375,48.609419906486636
4/27/2004,46.75,48.0,46.75,47.5,46969,49.225,48.407707196216336
4/28/2004,47.0,48.25,46.75,47.5,58891,49.025,48.242669524177
4/29/2004,47.0,47.5,46.25,47.0,122936,48.625,48.01672961069028
4/30/2004,46.5,46.75,45.75,46.25,85332,48.1,47.69550604511022
5/4/2004,46.25,47.0,46.0,46.5,32396,47.75,47.47814130963563
5/6/2004,46.5,47.25,46.0,46.0,85996,47.3,47.20938834424733
5/7/2004,45.75,46.0,43.25,45.0,155270,46.875,46.807681372565995
5/10/2004,44.0,44.25,43.0,43.0,174324,46.35,46.11537566846309
5/11/2004,43.0,44.25,43.0,44.0,129794,45.95,45.73076191056071
5/12/2004,44.5,45.0,44.25,44.5,73928,45.725,45.50698701773149
5/13/2004,44.25,44.5,42.5,42.75,73691,45.25,45.005716650871214
5/14/2004,42.5,43.25,42.25,42.75,65425,44.775,44.59558635071281
5/17/2004,42.0,42.25,40.25,40.75,115943,44.15,43.896388832401385
5/18/2004,41.25,41.75,40.25,41.0,127738,43.625,43.36977268105567
5/19/2004,42.0,43.75,41.75,43.5,133341,43.325,43.39345037540918
5/20/2004,43.25,43.25,41.75,42.25,91303,42.95,43.18555030715296
5/21/2004,42.75,44.5,42.75,44.0,97777,42.85,43.33363206948878
5/24/2004,44.5,44.75,43.5,44.0,59932,42.95,43.45478987503627
5/25/2004,43.5,43.75,43.0,43.0,45596,42.85,43.372100806847854
5/26/2004,43.75,44.5,43.75,44.25,79537,42.825,43.53171884196642
5/27/2004,44.5,45.5,44.25,45.0,122766,43.05,43.798679052517976
5/28/2004,46.0,46.25,45.25,45.75,117810,43.35,44.15346467933289
5/31/2004,45.0,45.5,44.5,45.5,74417,43.825,44.39828928309055
6/1/2004,45.5,45.75,45.0,45.0,39433,44.225,44.50769123161953
6/3/2004,45.75,45.75,44.5,45.0,55811,44.375,44.59720191677961
6/4/2004,44.75,45.0,44.25,44.75,22625,44.625,44.62498338645604
6/7/2004,45.25,45.5,44.75,45.5,45277,44.775,44.7840773161913
6/8/2004,45.25,45.5,43.0,43.25,104524,44.7,44.50515416779288
6/9/2004,43.0,43.5,42.5,43.0,64373,44.7,44.23148977364872
6/10/2004,42.75,42.75,42.0,42.25,101744,44.5,43.87121890571258
6/11/2004,42.0,42.75,42.0,42.25,88571,44.225,43.576451831946656
6/14/2004,42.25,43.0,42.0,42.5,47880,43.9,43.38073331704726
6/15/2004,42.25,43.25,42.25,43.0,42604,43.65,43.31150907758412
6/16/2004,43.25,43.75,43.0,43.5,67386,43.5,43.345780154387
6/17/2004,43.25,44.0,42.75,43.25,58612,43.325,43.32836558086209
6/18/2004,43.0,43.5,43.0,43.25,22585,43.175,43.31411729343262
6/21/2004,43.5,43.75,43.25,43.5,44911,42.975,43.34791414917214
6/22/2004,43.5,44.0,43.25,43.25,54339,42.975,43.330111576595385
6/23/2004,43.25,44.0,43.25,43.75,52915,43.05,43.40645492630531
6/24/2004,44.0,45.25,44.0,45.25,117665,43.35,43.74164493970434
6/25/2004,45.75,46.5,45.25,46.5,142621,43.775,44.24316404157627
6/28/2004,47.25,48.25,47.25,47.5,183370,44.275,44.83531603401694
6/29/2004,47.5,47.5,46.5,47.0,81312,44.675,45.22889493692295
6/30/2004,47.25,47.5,46.5,46.5,65299,44.975,45.4600049483915
7/2/2004,46.0,47.0,45.75,47.0,64401,45.35,45.74000404868395
7/5/2004,47.0,48.75,47.0,48.75,94449,45.9,46.28727603983232
7/6/2004,49.0,49.25,48.5,48.5,117003,46.4,46.689589487135535
7/7/2004,48.0,50.0,47.75,49.0,211682,46.975,47.109664125838165
7/8/2004,49.0,49.0,47.75,48.0,113357,47.4,47.271543375685766
7/9/2004,47.75,48.75,47.5,48.5,119830,47.725,47.49489912556108
7/12/2004,48.25,48.5,47.5,48.0,75368,47.875,47.58673564818634
7/13/2004,48.0,48.5,47.5,48.0,47918,47.925,47.66187462124336
7/14/2004,48.0,48.25,46.75,47.0,82622,47.925,47.54153378101729
7/15/2004,46.75,47.25,46.0,46.25,67836,47.9,47.306709457195964
7/16/2004,46.25,47.0,46.0,46.75,45951,47.875,47.2054895558876
7/19/2004,46.5,47.25,46.25,47.0,32682,47.7,47.16812781845349
7/20/2004,46.75,47.25,46.5,47.0,41401,47.55,47.13755912418922
7/21/2004,47.5,48.5,47.25,48.25,94812,47.475,47.33982110160936
7/22/2004,48.0,48.25,47.25,47.5,51978,47.425,47.36894453768038
7/23/2004,47.5,47.75,47.0,47.0,47601,47.275,47.30186371264758
7/26/2004,46.75,47.0,44.75,45.0,107250,46.975,46.88334303762074
7/27/2004,45.0,46.25,44.75,46.0,109498,46.775,46.72273521259878
7/28/2004,46.75,46.75,45.75,46.0,62913,46.675,46.591328810308084
7/29/2004,45.5,45.75,44.5,45.0,99521,46.55,46.301996299342974
7/30/2004,45.25,45.75,44.75,45.5,48396,46.425,46.15617879037152
8/3/2004,45.5,45.75,45.0,45.75,87784,46.3,46.08232810121306
8/4/2004,45.0,45.0,44.5,44.75,47794,46.075,45.840086628265226
8/5/2004,45.0,45.5,44.5,45.25,69798,45.775,45.73279815039882
8/6/2004,44.5,45.0,44.5,44.75,37639,45.5,45.55410757759903
8/9/2004,44.25,44.5,43.25,43.5,91972,45.15,45.180633472581015
8/10/2004,43.5,43.75,42.5,43.25,82581,44.975,44.82960920483901
8/11/2004,43.5,43.5,41.5,42.0,89516,44.575,44.31513480395918
8/13/2004,41.25,43.0,40.5,42.0,143526,44.175,43.894201203239334
8/16/2004,42.0,43.5,41.5,43.25,48397,44.0,43.777073711741274
8/17/2004,44.0,44.75,43.25,44.5,73224,43.9,43.90851485506104
8/18/2004,44.75,45.25,44.0,44.5,65806,43.775,44.01605760868631
8/19/2004,44.5,45.25,44.5,45.0,65693,43.8,44.19495622528879
8/20/2004,45.0,45.0,44.5,44.75,61267,43.75,44.295873275236275
8/23/2004,45.0,45.25,44.75,45.25,43576,43.8,44.46935086155695
8/24/2004,45.25,45.25,44.75,45.0,40660,43.95,44.56583252309204
8/25/2004,45.25,46.25,45.0,46.0,61272,44.225,44.82659024616622
8/26/2004,46.75,47.0,46.5,46.75,98632,44.7,45.17630111049963
8/27/2004,46.75,47.25,46.5,47.0,86526,45.2,45.50788272677242
8/30/2004,46.75,46.75,45.75,45.75,56281,45.45,45.55190404917744
8/31/2004,45.75,47.5,45.75,47.5,48050,45.75,45.90610331296335
9/1/2004,47.25,47.5,46.75,47.25,41278,46.025,46.150448165151836
9/2/2004,47.25,47.25,46.75,47.25,60168,46.25,46.35036668057877
9/3/2004,47.5,48.0,47.25,47.5,116775,46.525,46.55939092047353
9/6/2004,47.25,48.0,47.25,47.5,51822,46.75,46.73041075311471
9/7/2004,47.75,48.0,47.0,47.5,60215,47.0,46.87033607073022
9/8/2004,47.5,47.5,46.75,47.0,34668,47.1,46.89391133059745
9/9/2004,47.0,48.25,47.0,47.75,72951,47.2,47.04956381594336
9/10/2004,47.75,47.75,47.0,47.5,80091,47.25,47.13146130395366
9/13/2004,47.75,47.75,47.25,47.75,83073,47.45,47.24392288505299
9/14/2004,48.0,48.5,47.75,48.0,68912,47.5,47.38139145140699
9/15/2004,48.25,48.75,48.25,48.5,88214,47.625,47.58477482387845
9/16/2004,48.5,48.75,48.0,48.0,52608,47.7,47.660270310446
9/17/2004,48.0,48.5,47.75,48.5,64409,47.8,47.81294843581946
9/20/2004,48.75,49.0,48.25,48.5,101421,47.9,47.9378669020341
9/21/2004,48.5,48.5,47.75,48.0,51479,47.95,47.94916382893699
9/22/2004,48.25,48.25,46.75,46.75,80002,47.925,47.73113404185754
9/23/2004,45.75,46.25,44.5,45.25,205125,47.675,47.2800187615198
9/24/2004,45.0,45.5,44.75,45.25,71341,47.45,46.910924441243466
9/27/2004,45.25,45.25,44.5,44.5,30712,47.125,46.47257454283557
9/28/2004,44.0,44.25,43.5,44.0,73182,46.725,46.02301553504728
9/29/2004,44.0,44.5,44.0,44.25,41149,46.3,45.70064907412959
9/30/2004,44.5,44.75,44.25,44.5,38351,45.95,45.48234924246967
10/1/2004,44.5,46.0,44.5,45.25,202603,45.625,45.440103925657
10/4/2004,46.0,46.5,45.5,46.5,119793,45.425,45.632812302810265
10/5/2004,46.5,46.75,45.75,46.0,58458,45.225,45.699573702299304
10/6/2004,45.75,46.0,44.5,44.5,132766,45.0,45.48146939279034
10/7/2004,44.75,45.25,44.5,45.0,64436,44.975,45.39392950319209
10/8/2004,44.75,45.25,44.5,45.25,50423,44.975,45.36776050261171
10/11/2004,45.25,45.75,45.0,45.0,65374,45.025,45.300894956682306
10/12/2004,45.0,45.0,43.75,43.75,101616,45.0,45.018914055467334
10/13/2004,43.75,44.0,43.25,43.5,69133,44.925,44.742747863564176
10/14/2004,43.25,43.25,42.5,42.75,98262,44.75,44.38043007018887
10/15/2004,43.0,43.5,42.5,43.25,75030,44.55,44.17489733015453
10/18/2004,43.25,43.5,42.75,42.75,45796,44.175,43.915825088308246
10/19/2004,43.25,44.5,43.25,43.75,139687,43.95,43.8856750722522
10/20/2004,43.5,43.75,43.0,43.5,91669,43.85,43.8155523318427
10/21/2004,43.5,44.25,43.25,43.75,48026,43.725,43.803633726053114
10/22/2004,44.0,46.0,44.0,46.0,251625,43.8,44.2029730485889
10/26/2004,45.5,45.5,44.25,44.5,94557,43.75,44.25697794884547
10/27/2004,44.0,44.0,42.75,43.25,182190,43.7,44.07389104905538
10/28/2004,43.5,44.0,42.75,42.75,173397,43.625,43.83318358559077
10/29/2004,42.75,44.0,42.75,44.0,66956,43.75,43.86351384275608
11/1/2004,43.75,44.0,43.75,43.75,28761,43.8,43.84287496225497
11/2/2004,44.25,44.75,44.0,44.25,43657,43.95,43.91689769639043
11/3/2004,44.5,44.75,44.0,44.5,27932,44.025,44.02291629704671
11/4/2004,44.75,45.0,44.25,45.0,64750,44.175,44.20056787940185
11/5/2004,45.5,46.0,45.25,45.25,186116,44.325,44.391373719510604
11/8/2004,45.5,46.0,45.0,45.5,47649,44.275,44.59294213414504
11/9/2004,45.75,46.5,45.25,46.5,127482,44.475,44.93967992793685
11/10/2004,46.25,47.25,46.0,46.25,151079,44.775,45.177919941039235
11/11/2004,46.5,47.0,46.5,47.0,107185,45.2,45.509207224486644
11/12/2004,47.5,49.0,47.25,49.0,327448,45.7,46.14389682003453
11/15/2004,49.5,50.0,49.0,49.25,219377,46.25,46.70864285275552
11/16/2004,49.25,49.25,48.25,48.5,78331,46.675,47.03434415225451
11/17/2004,48.5,49.0,48.0,49.0,52919,47.125,47.39173612457188
11/18/2004,49.0,49.25,48.5,49.25,70319,47.55,47.729602283740626
11/19/2004,49.5,50.0,49.25,50.0,140231,48.025,48.14240186851506
11/22/2004,49.25,49.5,49.0,49.25,74840,48.4,48.34378334696686
11/23/2004,49.5,50.0,49.25,50.0,58862,48.75,48.64491364751834
11/24/2004,50.0,50.0,48.5,48.75,74518,49.0,48.66402025706046
11/25/2004,48.75,49.5,48.75,48.75,52732,49.175,48.67965293759491
11/26/2004,49.25,49.25,48.5,49.0,32422,49.175,48.7378978580322
11/29/2004,49.25,50.0,48.75,50.0,122987,49.25,48.967370974753614
11/30/2004,49.75,50.5,49.5,49.5,199917,49.35,49.0642126157075
12/1/2004,49.75,50.0,49.5,50.0,81965,49.45,49.23435577648795
12/2/2004,50.5,51.0,50.0,50.5,167304,49.575,49.46447290803559
12/3/2004,50.5,50.5,49.75,50.5,64802,49.625,49.65275056112002
12/7/2004,50.5,51.0,49.25,49.5,54765,49.65,49.62497773182547
12/8/2004,49.25,49.25,47.25,47.75,92391,49.425,49.28407268967538
12/9/2004,47.75,49.5,47.5,48.75,65600,49.425,49.18696856427985
12/13/2004,48.75,49.25,48.5,48.75,32441,49.425,49.107519734410786
12/14/2004,49.0,49.5,49.0,49.0,31998,49.425,49.087970691790645
12/15/2004,49.25,50.0,49.25,50.0,64159,49.425,49.253794202374166
12/16/2004,50.5,51.0,49.5,50.5,109105,49.525,49.48037707466977
12/17/2004,51.0,52.0,50.5,51.5,208730,49.675,49.84758124291163
12/20/2004,52.0,52.0,51.0,52.0,90884,49.825,50.23893010783679
12/21/2004,52.0,52.0,51.0,51.5,126403,49.925,50.46821554277555
12/22/2004,52.0,52.0,50.5,51.0,50213,50.075,50.56490362590727
12/23/2004,51.0,51.0,50.0,50.0,28749,50.3,50.46219387574231
12/24/2004,50.5,51.0,50.5,50.5,24335,50.475,50.46906771651643
12/27/2004,49.0,50.0,48.5,50.0,104984,50.6,50.3837826771498
12/28/2004,50.0,50.0,49.25,49.25,31281,50.625,50.17764037221347
12/29/2004,49.25,49.5,49.0,49.0,38087,50.525,49.96352394090192
12/30/2004,49.0,49.5,49.0,49.0,54833,50.375,49.78833776982884
1/4/2005,49.25,51.0,49.25,50.5,91336,50.275,49.91773090258723
1/5/2005,51.0,51.5,50.0,50.0,109146,50.075,49.932688920298645
1/6/2005,50.5,51.5,50.0,51.5,105850,50.075,50.21765457115343
1/7/2005,51.5,52.0,50.5,51.0,214765,50.075,50.35989919458008
1/10/2005,51.0,51.5,50.0,50.5,80681,50.125,50.38537206829279
1/11/2005,50.5,50.5,49.5,49.75,71762,50.05,50.26984987405773
1/12/2005,50.0,50.0,49.75,49.75,92257,50.025,50.17533171513814
1/13/2005,50.0,50.5,49.75,49.75,66448,50.075,50.097998676022115
1/14/2005,49.75,51.0,49.75,51.0,54641,50.275,50.26199891674536
1/17/2005,51.5,52.5,51.0,52.0,175100,50.575,50.57799911370075
1/18/2005,52.0,52.0,50.5,51.0,133665,50.625,50.65472654757334
1/19/2005,51.5,51.5,50.0,50.5,82256,50.675,50.626594448014544
1/20/2005,50.5,51.5,50.0,50.5,87563,50.575,50.603577275648256
1/21/2005,50.5,51.0,49.75,50.0,77660,50.475,50.49383595280312
1/24/2005,50.0,50.0,49.0,49.5,88212,50.375,50.31313850683891
1/25/2005,49.25,50.5,49.0,50.5,73428,50.45,50.347113323777286
1/26/2005,50.5,51.0,50.0,50.0,47358,50.475,50.284001810363236
1/27/2005,51.0,51.0,50.0,50.5,69441,50.55,50.323274208479006
1/28/2005,50.5,50.5,49.75,50.0,78804,50.45,50.26449707966464
1/31/2005,50.0,50.0,49.75,49.75,44460,50.225,50.17095215608925
2/1/2005,50.0,50.5,49.75,50.0,46570,50.125,50.139869945891206
2/2/2005,50.0,50.0,49.5,49.75,68868,50.05,50.068984501183714
2/3/2005,50.0,50.5,49.75,50.0,36794,50.0,50.05644186460486
2/4/2005,50.5,51.5,50.5,51.0,137213,50.1,50.22799788922215
2/7/2005,52.0,52.0,51.0,52.0,134614,50.35,50.55018009118176
2/8/2005,52.0,52.0,51.5,52.0,46295,50.5,50.81378371096689
2/9/2005,52.0,52.5,51.5,51.5,25504,50.65,50.93855030897291
2/10/2005,51.5,52.0,51.5,51.5,26926,50.75,51.040632070977836
2/11/2005,51.5,51.5,50.5,51.0,41839,50.85,51.033244421709135
2/14/2005,51.5,51.5,50.5,51.0,27187,50.975,51.02719998139838
2/15/2005,51.0,51.5,51.0,51.5,43937,51.125,51.113163621144125
2/16/2005,51.5,52.0,51.0,51.0,63371,51.25,51.09258841729974
2/17/2005,51.5,52.0,50.5,51.0,83840,51.35,51.07575415960887
2/18/2005,50.5,51.5,50.5,51.0,44130,51.35,51.06198067604362
2/21/2005,51.0,51.5,50.5,50.5,31131,51.2,50.959802371308406
2/22/2005,50.5,51.0,50.0,51.0,43051,51.1,50.96711103107051
2/24/2005,51.0,54.0,50.5,53.5,267967,51.3,51.42763629814859
2/25/2005,54.0,54.0,53.0,53.5,155123,51.5,51.80442969848521
2/28/2005,54.0,54.0,52.5,53.5,68068,51.75,52.11271520785153
3/1/2005,53.0,53.5,52.5,53.0,57788,51.95,52.27403971551489
3/2/2005,52.5,53.0,51.5,51.5,82203,51.95,52.13330522178491
3/3/2005,51.5,52.0,51.0,51.0,73039,51.95,51.92724972691492
3/4/2005,51.5,52.0,51.0,52.0,30241,52.05,51.940477049294024
3/7/2005,52.5,52.5,51.5,52.5,31834,52.2,52.042208494876924
3/8/2005,53.0,53.0,51.5,51.5,40379,52.3,51.94362513217203
3/9/2005,52.0,52.0,51.0,51.0,62842,52.3,51.77205692632257
3/10/2005,50.5,51.0,50.0,50.5,87579,52.0,51.54077384880937
3/11/2005,50.5,50.5,49.75,50.0,63425,51.65,51.26063314902585
3/14/2005,49.75,49.75,48.25,48.25,134809,51.125,50.71324530374842
3/15/2005,48.5,49.0,48.5,48.75,38675,50.7,50.35629161215779
3/16/2005,48.75,50.0,48.75,49.75,52063,50.525,50.246056773583646
3/17/2005,49.5,50.0,49.25,50.0,41881,50.425,50.20131917838662
3/18/2005,50.5,52.0,50.5,51.5,181266,50.375,50.437442964134505
3/21/2005,52.0,52.0,51.0,51.0,48121,50.225,50.53972606156459
3/22/2005,50.5,51.5,50.5,51.0,102187,50.175,50.62341223218921
3/23/2005,50.5,51.0,50.0,50.5,60412,50.125,50.60097364451844
3/24/2005,50.5,50.5,49.75,50.0,62305,50.075,50.491705709151454
3/25/2005,50.5,50.5,49.75,50.0,36546,50.075,50.402304671123915
3/28/2005,50.0,50.5,49.75,49.75,23062,50.225,50.28370382182865
3/29/2005,50.0,50.5,50.0,50.0,18654,50.35,50.232121308768896
3/30/2005,50.0,51.0,50.0,50.0,30189,50.375,50.18991743444728
3/31/2005,51.0,51.0,50.5,50.5,44603,50.425,50.246296082729586
4/1/2005,50.5,51.5,50.5,51.5,67772,50.425,50.47424224950602
4/4/2005,50.5,51.0,50.0,50.5,84358,50.375,50.478925476868554
4/5/2005,51.0,51.5,50.5,51.0,31056,50.375,50.57366629925609
4/7/2005,51.5,52.0,51.0,51.0,56704,50.425,50.651181517573164
4/8/2005,51.5,52.0,51.0,52.0,48794,50.625,50.89642124165076
4/11/2005,51.5,52.5,51.5,52.5,87220,50.875,51.18798101589608
4/12/2005,51.0,51.5,50.5,51.0,82121,51.0,51.15380264936952
4/18/2005,49.5,50.5,49.25,50.5,111206,51.05,51.034929440393235
4/19/2005,50.0,51.0,49.75,50.5,50242,51.1,50.937669542139915
4/20/2005,51.0,51.5,50.5,51.0,71991,51.15,50.949002352659924
4/21/2005,50.5,50.5,49.75,50.5,50422,51.05,50.867365561267206
4/22/2005,50.5,50.5,49.5,49.5,53046,50.95,50.618753641036804
4/25/2005,49.75,49.75,49.0,49.0,58601,50.75,50.32443479721192
4/26/2005,49.0,49.25,48.75,48.75,22144,50.525,50.03817392499157
4/27/2005,48.75,49.25,48.75,49.0,29926,50.225,49.84941502953855
4/28/2005,48.75,48.75,48.0,48.0,41869,49.775,49.51315775144062
4/29/2005,47.75,47.75,47.0,47.0,66540,49.375,49.056219978451416
5/3/2005,47.5,48.0,47.25,47.5,32348,49.075,48.77327089146024
5/4/2005,48.0,48.25,47.75,48.0,51468,48.825,48.632676183922015
5/6/2005,48.5,49.25,48.25,49.25,60223,48.65,48.74491687775437
5/9/2005,49.5,50.0,49.25,50.0,52237,48.6,48.973113809071755
5/10/2005,49.75,49.75,49.25,49.5,27830,48.6,49.068911298331436
5/11/2005,49.0,49.5,49.0,49.5,12047,48.65,49.14729106227117
5/12/2005,49.75,50.0,49.25,49.25,23972,48.7,49.1659654145855
5/13/2005,49.25,50.0,49.25,49.5,37231,48.75,49.22669897556995
5/16/2005,49.5,49.5,48.25,48.25,44692,48.775,49.04911734364814
5/17/2005,48.25,48.5,47.75,48.0,39391,48.875,48.85836873571211
5/18/2005,48.0,48.5,47.75,48.25,37600,48.95,48.747756238309904
5/19/2005,48.75,49.25,48.5,49.25,26116,49.075,48.83907328588992
5/20/2005,49.25,49.25,48.75,49.0,30042,49.05,48.86833268845538
5/24/2005,48.75,49.0,48.5,48.5,18924,48.9,48.80136310873622
5/25/2005,48.25,48.5,48.0,48.0,41442,48.75,48.65566072532963
5/26/2005,48.0,48.0,47.25,47.75,45586,48.575,48.49099513890606
5/27/2005,48.0,48.5,48.0,48.25,39091,48.475,48.44717784092314
5/30/2005,48.0,48.25,47.75,48.25,31855,48.35,48.41132732439166
5/31/2005,48.0,48.0,47.5,47.5,64405,48.275,48.24563144722953
6/1/2005,47.5,48.0,47.25,47.75,22193,48.25,48.15551663864233
6/2/2005,48.25,48.75,48.25,48.25,55592,48.25,48.172695431616454
6/3/2005,48.5,48.75,48.25,48.5,16255,48.175,48.232205353140735
6/6/2005,48.5,48.5,47.75,48.0,88623,48.075,48.189986198024236
6/7/2005,47.75,48.25,47.75,47.75,29278,48.0,48.10998870747437
6/8/2005,47.75,48.5,47.75,48.25,56775,48.025,48.13544530611539
6/9/2005,48.25,48.25,47.75,47.75,32824,48.025,48.065364341367136
6/10/2005,48.0,48.0,47.75,47.75,30812,47.975,48.00802537020947
6/13/2005,48.0,48.0,47.5,47.5,22100,47.9,47.91565712108047
6/14/2005,47.5,48.0,47.25,47.75,53373,47.925,47.88553764452038
6/15/2005,48.0,48.75,48.0,48.25,48436,47.975,47.95180352733486
6/16/2005,48.5,48.5,48.0,48.25,23998,47.975,48.00602106781943
6/17/2005,48.25,48.25,47.75,48.0,63173,47.925,48.004926328215895
6/20/2005,48.25,48.25,47.5,47.5,21369,47.875,47.91312154126754
6/21/2005,47.5,48.0,47.25,48.0,39094,47.9,47.92891762467344
6/22/2005,48.25,49.0,48.0,48.5,92652,47.925,48.03275078382372
6/23/2005,48.5,48.75,48.25,48.25,28461,47.975,48.07225064131032
6/24/2005,48.25,48.5,48.0,48.0,21943,48.0,48.059114161072074
6/27/2005,48.0,48.25,47.75,47.75,32337,48.025,48.00291158633169
6/28/2005,47.75,48.0,47.5,47.5,28714,48.0,47.91147311608957
6/29/2005,47.75,48.0,47.5,47.75,30785,47.95,47.88211436770964
6/30/2005,47.75,47.75,46.5,46.5,104659,47.775,47.630820846307884
7/4/2005,46.25,46.25,44.75,45.25,99162,47.5,47.197944328797355
7/5/2005,45.25,46.0,45.25,46.0,52643,47.35,46.980136269016015
