,Date,Open,High,Low,Close,Volume,MACD,Signal
2031,4/16/2008,91.5,95.0,91.5,93.5,112110,1.1126100951163806,0
2032,4/17/2008,95.0,95.0,93.5,94.0,37605,1.2495402734750343,0
2033,4/18/2008,94.0,94.5,93.0,94.0,39899,1.3425819770497611,0
2034,4/21/2008,95.0,95.0,91.5,92.0,55969,1.2406336595992116,0
2035,4/22/2008,92.5,93.0,91.5,92.0,60531,1.1466213463875334,0
2036,4/23/2008,92.0,92.5,89.0,90.0,61258,0.9003539061631187,0
2037,4/24/2008,90.5,91.0,89.0,89.5,23830,0.6572628472276136,0
2038,4/25/2008,90.5,90.5,88.0,88.5,40824,0.37954463470288147,0
2039,4/28/2008,88.5,89.0,87.5,88.0,49636,0.11774780569118093,0
2040,4/29/2008,88.5,90.0,88.5,89.0,47529,-0.008933445593683587,-1
2041,4/30/2008,89.0,91.0,89.0,89.0,55731,-0.10808333254799152,0
2042,5/2/2008,90.0,91.5,90.0,91.5,51006,0.01489705040859235,1
2043,5/6/2008,92.0,93.0,91.0,92.0,35226,0.15096547522747983,0
2044,5/7/2008,92.0,92.0,90.5,90.5,40553,0.1361932670345425,0
2045,5/8/2008,90.5,90.5,89.0,89.5,47918,0.04329545985164884,0
2046,5/9/2008,89.5,89.5,88.0,89.0,29202,-0.0698671578540484,-1
2047,5/12/2008,88.0,89.5,88.0,89.0,42800,-0.15773112149408064,0
2048,5/13/2008,89.5,92.0,89.5,91.0,55142,-0.06522874404403467,0
2049,5/14/2008,91.5,91.5,90.5,91.5,29061,0.047874015998530695,1
2050,5/15/2008,92.0,92.5,91.0,91.0,54492,0.09605567681822436,0
2051,5/16/2008,91.5,93.5,91.5,92.5,60638,0.25236830934854027,0
2052,5/20/2008,93.0,93.5,92.0,93.5,41383,0.4517315592301543,0
2053,5/21/2008,93.5,98.5,93.5,97.0,143907,0.8819821788327573,0
2054,5/22/2008,96.5,100.0,96.0,99.5,126963,1.4084522405860014,0
2055,5/23/2008,99.5,101.0,97.5,98.0,122698,1.6852199272521062,0
2056,5/26/2008,96.0,96.5,93.0,94.0,104882,1.5637676028195386,0
2057,5/27/2008,94.0,95.5,93.0,94.0,41468,1.4507919343573406,0
2058,5/28/2008,93.0,94.5,90.5,91.0,72448,1.1064287532617954,0
2059,5/29/2008,91.5,92.0,88.5,89.5,108184,0.7043615458135832,0
2060,5/30/2008,90.0,91.5,88.5,90.0,226159,0.4212107531312057,0
2061,6/2/2008,90.0,91.0,89.0,90.0,119678,0.1945688414497937,0
2062,6/3/2008,89.0,89.5,85.5,86.5,181915,-0.2644191958100066,-1
2063,6/4/2008,86.5,86.5,85.0,86.5,137967,-0.6210118837393566,0
2064,6/5/2008,86.0,86.0,82.5,84.0,178394,-1.0927467602225818,0
2065,6/6/2008,85.0,86.0,84.5,85.0,103309,-1.370114577863589,0
2066,6/9/2008,82.5,82.5,80.5,81.5,125971,-1.851013983959973,0
2067,6/10/2008,81.5,82.0,79.5,80.5,81471,-2.2864649262410666,0
2068,6/11/2008,81.0,81.0,79.0,80.0,59668,-2.641459653940032,0
2069,6/12/2008,78.0,79.0,75.5,79.0,203378,-2.969259401807406,0
2070,6/13/2008,78.0,80.0,77.0,77.5,80351,-3.3119029717684043,0
2071,6/16/2008,78.5,80.5,77.0,79.5,94334,-3.383069267643606,0
2072,6/17/2008,79.5,79.5,77.5,78.0,72470,-3.5199309607920526,0
2073,6/18/2008,76.5,80.0,75.0,78.5,128110,-3.547159569830953,0
2074,6/19/2008,77.5,79.5,76.0,76.0,135094,-3.7274992541796053,0
2075,6/20/2008,76.0,79.5,76.0,79.5,157141,-3.5471101264849096,0
2076,6/23/2008,77.5,78.5,76.0,78.0,135273,-3.485014825567575,0
2077,6/24/2008,78.0,79.0,77.0,77.0,63298,-3.476421472135854,0
2078,6/25/2008,77.0,81.5,76.5,81.5,153116,-3.0710970901350976,0
2079,6/26/2008,82.0,83.5,80.0,80.0,164819,-2.8381951146058952,0
2080,6/27/2008,78.5,80.0,78.0,80.0,55760,-2.6233779529849386,0
2081,6/30/2008,80.0,81.0,77.0,77.5,57719,-2.624608063361862,0
2082,7/2/2008,77.0,77.5,75.0,75.0,88929,-2.7950919610832585,0
2083,7/3/2008,73.5,74.5,73.0,73.5,78169,-3.016467186237236,0
2084,7/4/2008,74.0,75.5,73.5,74.0,40187,-3.1156475798907763,0
2085,7/7/2008,74.0,75.0,73.0,75.0,29191,-3.078074981415469,0
2086,7/8/2008,74.5,75.0,73.5,74.0,42950,-3.0933320625938734,0
2087,7/9/2008,75.0,76.0,73.0,73.0,126327,-3.1498060485588013,0
2088,7/10/2008,72.5,73.5,71.0,73.0,115815,-3.1581568233340818,0
2089,7/11/2008,73.5,75.0,73.0,74.5,46142,-3.0090509423365432,0
2090,7/14/2008,74.0,75.0,73.5,75.0,46338,-2.8180528766850728,0
2091,7/15/2008,73.5,74.0,71.0,71.0,122525,-2.955384273947473,0
2092,7/16/2008,71.5,72.5,68.0,68.0,141065,-3.2686167444641967,0
2093,7/18/2008,71.0,72.0,69.5,72.0,84313,-3.1576892869549056,0
2094,7/21/2008,73.0,74.5,73.0,74.5,94647,-2.835365047744446,0
2095,7/22/2008,75.0,76.0,74.5,75.0,47158,-2.5106339196138094,0
2096,7/23/2008,76.5,78.5,76.5,77.0,116230,-2.0680595722793953,0
2097,7/24/2008,76.0,77.0,74.5,76.5,121655,-1.7376316981879967,0
2098,7/25/2008,75.0,76.0,75.0,75.5,42472,-1.5387194697894557,0
2099,7/28/2008,76.0,76.0,75.0,75.5,30164,-1.3653412911890115,0
2100,7/29/2008,75.0,76.0,75.0,75.0,22452,-1.2538302818446283,0
2101,7/30/2008,76.5,76.5,74.0,74.5,40517,-1.192061482137845,0
2102,7/31/2008,74.5,75.5,73.5,74.5,62011,-1.1300823771580184,0
2103,8/1/2008,74.5,76.5,74.0,76.5,29566,-0.9091006581321324,0
2104,8/4/2008,76.0,76.5,75.5,75.5,16997,-0.8053787909963859,0
2105,8/5/2008,75.0,76.0,73.0,75.5,57178,-0.7149371139983316,0
2106,8/6/2008,76.0,78.5,75.5,78.0,104752,-0.43650061932467565,0
2107,8/7/2008,78.0,81.5,77.5,81.0,115743,0.02593823683645269,1
2108,8/8/2008,79.5,80.0,78.0,79.5,51097,0.268294169876242,0
2109,8/11/2008,82.5,84.0,81.5,82.5,104474,0.6944329302934307,0
2110,8/13/2008,82.0,85.0,82.0,83.5,118266,1.100160643665376,0
2111,8/14/2008,83.0,83.5,82.0,82.5,46786,1.3257289587725722,0
2112,8/15/2008,82.5,84.0,82.5,84.0,38244,1.6070063685144333,0
2113,8/18/2008,84.0,84.0,79.0,79.0,85574,1.4102065457365143,0
2114,8/19/2008,78.5,79.0,77.5,78.0,50334,1.1601758407596634,0
2115,8/20/2008,78.0,78.0,75.5,76.5,96315,0.8314033415241369,0
2116,8/21/2008,76.5,76.5,73.5,74.0,56625,0.3649131687154039,0
2117,8/22/2008,74.0,75.5,74.0,75.5,42869,0.1149289801191884,0
2118,8/25/2008,76.0,76.5,74.5,76.0,53609,-0.04235126997890859,-1
2119,8/26/2008,75.0,76.0,72.0,76.0,88221,-0.16509390159446014,0
2120,8/27/2008,75.5,78.5,75.0,78.0,70431,-0.09983420953719246,0
2121,8/28/2008,78.5,79.5,77.5,77.5,41598,-0.08745314926967751,0
2122,8/29/2008,78.5,79.0,76.5,78.5,42672,0.0030158084814502217,1
2123,9/1/2008,78.0,78.0,77.0,77.0,34737,-0.0457964418101966,-1
2124,9/2/2008,75.0,76.5,74.0,74.5,59798,-0.282947960508082,0
2125,9/3/2008,74.0,75.5,74.0,75.0,24396,-0.4256399143539369,0
2126,9/4/2008,74.0,76.0,73.0,75.5,110676,-0.49269896748837994,0
2127,9/5/2008,73.5,74.0,72.5,73.0,107874,-0.7390535080639324,0
2128,9/8/2008,75.0,76.5,74.0,76.0,92288,-0.6843278232377799,0
2129,9/9/2008,75.0,76.0,74.0,75.5,83774,-0.6735390066561848,0
2130,9/10/2008,74.5,75.0,73.5,73.5,44598,-0.8169547314807772,0
2131,9/11/2008,73.0,74.5,73.0,73.0,60458,-0.959893493306538,0
2132,9/12/2008,73.5,75.0,73.5,75.0,29119,-0.9013994349841994,0
2133,9/15/2008,74.5,74.5,72.5,72.5,34485,-1.0447285980081773,0
2134,9/16/2008,69.0,70.0,67.0,70.0,151743,-1.3445479867248906,0
2135,9/17/2008,70.5,71.0,65.0,67.0,141719,-1.803442972337976,0
2136,9/18/2008,64.5,68.0,62.0,67.0,223030,-2.14242402405948,0
2137,9/19/2008,69.0,72.5,68.5,71.5,146604,-2.024618021572806,0
2138,9/22/2008,71.0,72.0,68.5,68.5,100925,-2.1485635407462382,0
2139,9/23/2008,67.5,68.5,67.0,67.5,71129,-2.300958878665625,0
2140,9/24/2008,68.5,71.0,68.5,71.0,71492,-2.114932902634763,0
2141,9/25/2008,70.5,72.5,69.5,71.0,63589,-1.9450842558569121,0
2142,9/26/2008,70.0,71.0,69.5,70.5,37814,-1.8297317917904223,0
2143,9/29/2008,70.5,72.0,68.5,68.5,69627,-1.8780484448233494,0
2144,9/30/2008,66.0,69.5,65.5,68.5,124416,-1.8945011109337884,0
2145,10/1/2008,68.5,69.5,68.5,68.5,35796,-1.8858016201549788,0
2146,10/2/2008,69.0,70.5,68.5,70.0,55656,-1.7378370433891916,0
2147,10/3/2008,69.0,70.5,68.5,69.5,41939,-1.6419920098161214,0
2148,10/6/2008,68.0,68.5,66.0,66.5,75051,-1.7875038267053895,0
2149,10/7/2008,66.0,68.0,65.5,65.5,111934,-1.9609104772402333,0
2150,10/8/2008,64.5,65.0,59.0,63.0,163446,-2.2738540299129397,0
2151,10/9/2008,64.5,65.5,59.0,63.0,209324,-2.493124858589127,0
2152,10/10/2008,56.0,58.0,53.0,53.0,155687,-3.4342273613002305,0
2153,10/13/2008,53.5,60.0,53.0,57.5,184476,-3.7734475288225937,0
2154,10/14/2008,62.0,64.0,61.0,63.0,177719,-3.557469625555825,0
2155,10/15/2008,62.0,63.5,59.5,60.0,64943,-3.587031443502873,0
2156,10/16/2008,59.5,59.5,54.5,59.5,134434,-3.6092006006579354,0
2157,10/17/2008,59.0,61.5,58.0,59.0,82172,-3.625325147139449,0
2158,10/20/2008,60.0,62.0,58.5,61.0,45134,-3.4370999325920266,0
2159,10/21/2008,62.0,63.0,59.0,59.0,78923,-3.4100049646977055,0
2160,10/22/2008,59.0,60.0,55.5,56.5,90532,-3.5493464574904934,0
2161,10/24/2008,53.5,54.0,50.0,51.5,137531,-4.016929148909469,0
2162,10/27/2008,50.5,51.0,44.25,45.5,132761,-4.816124372683191,0
2163,10/28/2008,47.25,51.5,46.0,49.75,147577,-5.04835852951237,0
2164,10/29/2008,52.0,53.5,49.25,49.75,136538,-5.172777216150472,0
2165,10/30/2008,52.0,53.0,51.5,52.0,122743,-5.031820036551828,0
2166,10/31/2008,52.0,54.5,52.0,53.5,114093,-4.744382701691897,0
2167,11/3/2008,56.0,58.5,55.5,58.5,104169,-4.06625507236641,0
2168,11/4/2008,57.5,60.0,57.0,58.0,60480,-3.528505447426312,0
2169,11/5/2008,61.5,61.5,57.5,58.5,74022,-3.0270947105367654,0
2170,11/6/2008,55.0,59.5,55.0,59.5,63699,-2.519982655018886,0
2171,11/7/2008,59.5,61.0,58.0,61.0,78170,-1.974296769299535,0
2172,11/10/2008,62.0,62.0,58.0,58.0,46298,-1.7635822232880827,0
2173,11/11/2008,57.5,59.5,56.5,56.5,43431,-1.6980527958057365,0
2174,11/12/2008,56.5,57.0,54.0,54.5,73740,-1.7869052068004194,0
2175,11/13/2008,52.0,53.5,51.5,53.5,66824,-1.9159274067899759,0
2176,11/14/2008,54.0,54.5,52.5,52.5,66356,-2.0749513252229335,0
2177,11/17/2008,51.0,54.0,51.0,52.5,60140,-2.1758965453601817,0
2178,11/18/2008,52.0,52.5,50.5,50.5,60755,-2.389732298512037,0
2179,11/19/2008,50.5,51.5,49.75,50.5,58898,-2.5300340162405632,0
2180,11/20/2008,48.25,49.75,47.25,49.75,77175,-2.670953777808606,0
2181,11/21/2008,48.75,50.0,48.0,49.25,58737,-2.7908088186062514,0
2182,11/24/2008,49.0,49.5,48.0,48.25,46090,-2.9326803312698786,0
2183,11/25/2008,49.75,52.0,49.5,50.5,101628,-2.830925187843704,0
2184,11/26/2008,49.0,50.5,48.5,50.0,121212,-2.7588272813093155,0
2185,11/27/2008,49.0,50.0,47.5,48.0,87893,-2.830444849907053,0
2186,11/28/2008,48.25,48.75,47.5,48.0,167385,-2.854299698809477,0
2187,12/1/2008,48.25,48.75,44.5,44.5,103848,-3.1196640425500135,0
2188,12/2/2008,43.25,44.5,41.25,42.0,152376,-3.4914490521182344,0
2189,12/3/2008,44.75,45.0,42.25,42.25,115984,-3.723001990644697,0
2190,12/4/2008,42.5,43.5,40.75,41.25,131577,-3.94176281723216,0
2191,12/8/2008,41.25,43.25,41.0,43.25,498624,-3.9086920937068683,0
2192,12/9/2008,42.75,47.0,42.5,45.75,332106,-3.638808283609201,0
2193,12/11/2008,46.0,47.5,45.5,46.25,242438,-3.346006913491543,0
2194,12/12/2008,46.25,47.0,44.5,46.75,128040,-3.038586957832507,0
2195,12/15/2008,47.25,49.0,46.25,48.25,194304,-2.643444975959106,0
2196,12/16/2008,48.25,50.0,47.75,49.0,174081,-2.2439070132268455,0
2197,12/17/2008,50.0,52.0,49.75,51.0,224242,-1.7457629454083943,0
2198,12/18/2008,52.0,54.5,52.0,53.0,181134,-1.1760402376257417,0
2199,12/19/2008,53.0,53.5,51.5,51.5,73507,-0.8359322444897614,0
2200,12/22/2008,51.0,51.5,48.5,48.5,94039,-0.799255814032918,0
2201,12/23/2008,47.75,48.5,46.75,48.0,133184,-0.8012984304666375,0
2202,12/24/2008,48.0,49.0,47.5,48.0,80434,-0.7937671649321771,0
2203,12/25/2008,48.5,48.75,48.0,48.75,23607,-0.7189917612806056,0
2204,12/26/2008,48.75,49.25,48.5,49.0,32264,-0.6322703850717488,0
2205,12/29/2008,48.75,49.0,48.0,49.0,25654,-0.5571209263887837,0
2206,12/30/2008,49.25,50.0,48.25,48.25,59611,-0.5517232487723476,0
2207,1/5/2009,49.5,53.0,49.25,53.0,143192,-0.16228947572502506,0
2208,1/6/2009,54.0,56.5,53.0,54.0,244642,0.22444398721205516,1
2209,1/7/2009,55.0,55.0,51.5,51.5,120727,0.32545232441675154,0
2210,1/8/2009,50.5,53.5,50.0,53.0,62609,0.520539171806,0
2211,1/9/2009,53.0,54.5,52.0,53.0,88308,0.6674529220761372,0
2212,1/12/2009,53.5,54.0,52.0,52.0,50725,0.6951779067940365,0
2213,1/13/2009,51.0,51.5,49.25,49.75,88712,0.5294903260824881,0
2214,1/14/2009,50.5,52.0,50.0,51.0,72817,0.49335914089728305,0
2215,1/15/2009,50.0,50.5,48.75,49.25,71154,0.31982776628326803,0
2216,1/16/2009,49.5,50.5,49.25,50.5,48780,0.27994047544569867,0
2217,1/19/2009,51.0,51.0,50.0,51.0,80066,0.28538558404365943,0
2218,1/20/2009,50.0,51.5,49.75,51.0,93046,0.2863994374005401,0
2219,1/21/2009,50.5,51.0,49.75,50.0,73356,0.20415787592914825,0
2220,1/22/2009,50.5,53.0,50.5,53.0,202992,0.3767132579566379,0
2221,1/23/2009,52.0,53.0,51.0,52.5,78621,0.4677271526168454,0
2222,1/26/2009,53.0,53.5,52.5,53.0,21785,0.573590150967533,0
2223,1/27/2009,54.5,54.5,53.0,54.0,60143,0.7297666864164398,0
2224,1/28/2009,54.0,54.5,53.0,54.0,104022,0.8438107904129737,0
2225,1/29/2009,55.0,55.5,52.5,52.5,124510,0.8038873871007084,0
2226,1/30/2009,52.5,53.5,52.0,52.0,76415,0.723561217701068,0
2227,2/2/2009,52.0,52.0,49.75,50.0,70807,0.4928377377702873,0
2228,2/3/2009,50.5,51.5,50.0,51.0,47218,0.38622717386131455,0
2229,2/4/2009,52.0,53.5,51.5,53.0,78849,0.4578430890453262,0
2230,2/5/2009,53.0,54.0,52.0,52.0,51554,0.4289627594710268,0
2231,2/6/2009,53.0,54.0,53.0,53.5,67786,0.5211053757934963,0
2232,2/10/2009,54.0,55.0,53.5,54.0,98030,0.6272444013932201,0
2233,2/11/2009,53.0,56.5,53.0,54.5,122128,0.743139713171999,0
2234,2/12/2009,55.0,55.5,54.5,55.0,47283,0.8653580946149475,0
2235,2/13/2009,55.5,57.0,55.5,56.5,80920,1.0709097257213642,0
2236,2/16/2009,56.5,57.0,54.5,55.5,65643,1.1399782717366946,0
2237,2/17/2009,54.5,55.0,52.5,53.0,101100,0.9816704001334671,0
2238,2/18/2009,52.5,54.0,52.5,53.5,51275,0.886338929217743,0
2239,2/19/2009,53.5,55.0,53.5,54.5,49067,0.8813203815861286,0
2240,2/20/2009,53.5,54.0,52.5,53.0,34100,0.7476868142783317,0
2241,2/23/2009,53.0,53.5,52.0,52.5,67601,0.5945814630909823,0
2242,2/24/2009,52.0,53.0,51.0,53.0,77042,0.5077373108719385,0
2243,2/25/2009,54.0,54.0,53.0,54.0,37220,0.5136829202630366,0
2244,2/26/2009,54.0,54.5,53.0,54.5,52908,0.5523732647117541,0
2245,2/27/2009,55.0,56.0,54.5,56.0,107291,0.6960494802802799,0
2246,3/2/2009,54.5,54.5,51.0,51.5,113960,0.4417097690558336,0
2247,3/3/2009,51.0,52.5,50.5,51.5,93806,0.23740703497336568,0
2248,3/4/2009,51.5,53.5,51.5,53.0,88312,0.1942934167039354,0
2249,3/5/2009,54.0,56.5,53.5,55.0,201407,0.3178449304050446,0
2250,3/6/2009,55.0,57.0,54.5,56.0,80601,0.49079446472467225,0
2251,3/9/2009,56.0,56.5,53.0,53.0,75074,0.38138689799816916,0
2252,3/10/2009,54.0,54.5,53.5,54.0,70025,0.37109450927513876,0
2253,3/11/2009,55.5,55.5,52.5,52.5,96500,0.23914355504170715,0
2254,3/12/2009,52.0,53.0,51.5,52.5,105156,0.13303789511476083,0
2255,3/13/2009,53.5,54.0,53.0,53.5,131268,0.12816265847553154,0
2256,3/16/2009,54.0,54.5,53.0,54.0,49295,0.1627685253994926,0
2257,3/17/2009,54.0,55.0,53.5,53.5,62446,0.14814043224419748,0
2258,3/18/2009,54.0,54.0,53.0,54.0,44492,0.17487750533057067,0
2259,3/19/2009,54.0,54.5,53.5,54.0,50742,0.19383244857110782,0
2260,3/20/2009,54.0,54.0,53.0,54.0,78020,0.20647427078439762,0
2261,3/23/2009,54.0,55.5,53.5,55.0,164020,0.29379792897675117,0
2262,3/24/2009,56.0,56.5,55.0,55.5,142393,0.3987518158342809,0
2263,3/25/2009,55.5,55.5,54.0,54.5,45271,0.3966643845593012,0
2264,3/26/2009,55.0,56.0,54.5,55.0,75966,0.43039458074488834,0
2265,3/27/2009,55.5,56.0,54.5,55.5,57164,0.49180263096727117,0
2266,3/30/2009,54.75,54.75,52.75,53.0,107177,0.33487956340968594,0
2267,3/31/2009,54.0,55.25,54.0,54.5,79007,0.3277759684467938,0
2268,4/1/2009,55.5,55.75,55.0,55.75,89130,0.4181902348610862,0
2269,4/2/2009,56.0,60.0,56.0,59.25,157881,0.7634642015975288,0
2270,4/3/2009,59.25,59.5,58.5,59.0,84271,1.00533452651527,0
2271,4/7/2009,58.5,59.75,58.25,59.0,78580,1.18337726510876,0
2272,4/8/2009,57.75,58.0,56.5,57.25,111025,1.1697825188203765,0
2273,4/9/2009,57.5,57.75,56.75,57.0,170093,1.1258574894625824,0
2274,4/10/2009,55.5,56.75,54.5,56.5,151961,1.0387269680060456,0
2275,4/16/2009,55.5,56.75,54.5,55.0,217410,0.8389668504203627,0
2276,4/17/2009,55.25,56.0,54.0,54.5,164126,0.6330127201134061,0
2277,4/20/2009,54.5,56.75,54.5,56.0,141436,0.5840969459969756,0
2278,4/21/2009,55.0,56.5,55.0,56.0,55814,0.5391162460938261,0
2279,4/22/2009,56.0,56.5,54.5,55.0,88602,0.417959102339573,0
2280,4/23/2009,55.25,55.5,54.5,55.5,56540,0.35815838740573014,0
2281,4/24/2009,56.25,57.5,56.0,56.75,150368,0.406939498071182,0
2282,4/27/2009,57.0,58.5,57.0,58.0,167141,0.5402359295262045,0
2283,4/28/2009,58.5,59.75,57.5,58.5,138067,0.6783999606715767,0
2284,4/29/2009,59.0,59.75,58.5,59.25,101130,0.838746139367565,0
2285,4/30/2009,60.25,60.5,59.25,60.25,117359,1.0345872065582427,0
2286,5/4/2009,61.25,63.0,61.0,62.75,91111,1.3756639719462882,0
2287,5/6/2009,63.0,65.0,62.25,65.0,133219,1.8066994551198619,0
2288,5/7/2009,67.75,68.25,66.0,66.75,111966,2.2634172900265668,0
2289,5/11/2009,67.5,69.25,66.0,67.25,100570,2.6353367642124326,0
2290,5/12/2009,66.5,68.25,66.0,68.25,52254,2.976466417614887,0
2291,5/13/2009,67.75,68.25,66.75,67.0,83388,3.1100982951511185,0
2292,5/14/2009,66.75,66.75,64.0,64.5,107323,2.979922720056699,0
2293,5/15/2009,66.5,70.25,66.5,70.25,276166,3.30266353478266,0
2294,5/18/2009,70.0,71.0,68.75,70.5,71200,3.53782897612313,0
2295,5/19/2009,72.25,73.25,71.0,71.25,134296,3.7415873250238008,0
2296,5/20/2009,71.5,72.0,69.0,70.0,109091,3.758872785558246,0
2297,5/21/2009,70.0,71.0,69.25,69.5,93074,3.6896933283068023,0
2298,5/22/2009,69.5,69.75,68.25,69.25,62942,3.5735020916761044,0
2299,5/25/2009,68.5,69.25,68.0,68.0,57434,3.342030301248343,0
2300,5/26/2009,68.25,68.75,67.25,67.25,65390,3.0627628836624865,0
2301,5/27/2009,68.5,68.75,66.0,67.0,88231,2.7891173242016407,0
2302,5/28/2009,67.0,67.5,66.5,67.0,60455,2.542937842296965,0
2303,5/29/2009,67.75,69.5,67.25,67.25,130250,2.341025851148885,0
2304,6/1/2009,68.25,68.75,67.5,68.5,92570,2.2558694381280446,0
2305,6/2/2009,68.75,70.75,68.5,69.5,121545,2.2432156166658217,0
2306,6/3/2009,70.75,75.5,70.5,75.5,234570,2.686370421882984,0
2307,6/4/2009,76.0,77.25,73.5,77.25,120409,3.142558711761012,0
2308,6/5/2009,77.25,78.25,76.0,77.75,71077,3.5040445945798524,0
2309,6/8/2009,77.75,77.75,74.75,75.5,60126,3.5678407182176386,0
2310,6/9/2009,75.25,76.0,74.75,75.5,100545,3.577164282683512,0
2311,6/10/2009,75.75,80.0,75.75,80.0,113260,3.9026780237016823,0
2312,6/11/2009,79.75,81.5,79.0,80.5,111889,4.153121233630998,0
2313,6/12/2009,81.0,81.5,77.5,77.5,103977,4.0626921675228544,0
2314,6/15/2009,77.5,77.5,73.5,74.5,90890,3.7062284585489635,0
2315,6/16/2009,72.75,73.25,71.75,72.25,147335,3.205224373642949,0
2316,6/17/2009,71.25,74.0,71.0,71.25,115473,2.696400952435752,0
2317,6/18/2009,71.75,72.0,69.0,70.25,115925,2.187249828100363,0
2318,6/19/2009,70.75,73.0,70.5,73.0,74599,1.982789547460385,0
2319,6/22/2009,73.25,74.5,72.25,72.75,85434,1.780060956674518,0
2320,6/23/2009,70.0,71.0,69.0,71.0,85301,1.4613412806266268,0
2321,6/24/2009,71.5,75.0,71.25,75.0,97236,1.5140669899266754,0
2322,6/25/2009,75.0,75.5,74.25,74.25,101041,1.4782929218292793,0
2323,6/26/2009,74.75,75.25,73.0,74.0,65055,1.413475142871718,0
2324,6/29/2009,74.0,75.0,73.5,75.0,55149,1.426356083655719,0
2325,6/30/2009,76.0,76.0,73.0,73.25,65278,1.2805920790431315,0
2326,7/2/2009,73.5,73.75,69.0,69.5,197349,0.8526505702549798,0
2327,7/3/2009,68.75,71.25,68.75,70.5,80654,0.587424025532016,0
2328,7/8/2009,68.5,68.75,68.0,68.25,93796,0.19344398023019949,0
2329,7/9/2009,68.25,68.5,67.25,68.25,103209,-0.1174343342396611,-1
2330,7/10/2009,68.0,68.0,65.5,65.5,157293,-0.5790349015965148,0
2331,7/13/2009,65.0,65.25,63.5,64.25,103619,-1.0338041791370927,0
2332,7/14/2009,66.0,69.0,65.75,68.25,126138,-1.059235331863917,0
2333,7/15/2009,69.0,72.0,68.5,71.75,146916,-0.7878866870560017,0
2334,7/16/2009,73.0,73.0,71.0,71.0,85694,-0.6261418891346295,0
2335,7/17/2009,72.0,73.75,71.75,73.25,75270,-0.3127960572687698,0
2336,7/20/2009,74.0,75.0,73.75,74.75,63354,0.055925560942583274,1
2337,7/21/2009,74.75,76.25,73.25,75.25,125833,0.38405873121138256,0
2338,7/22/2009,75.25,75.75,73.25,73.25,80566,0.47722222665035474,0
2339,7/23/2009,74.5,75.25,73.5,74.75,52846,0.6644332589555262,0
2340,7/24/2009,75.25,75.25,74.25,75.0,41955,0.8234797001181988,0
2341,7/27/2009,75.5,76.5,75.25,76.25,56852,1.0384194508853142,0
2342,7/28/2009,75.75,78.5,75.5,78.0,93256,1.3345868402226984,0
2343,7/29/2009,77.75,78.0,74.75,76.25,110851,1.411816711182496,0
2344,7/30/2009,75.75,76.5,74.75,76.5,36812,1.476178385453764,0
2345,7/31/2009,77.25,78.0,76.5,77.25,89482,1.5696107127551358,0
2346,8/3/2009,77.75,80.5,77.75,80.25,164484,1.8642416163359172,0
2347,8/4/2009,80.5,80.75,79.5,80.0,104570,2.0538898557073537,0
2348,8/5/2009,80.75,81.0,79.0,80.5,45210,2.2189545463179456,0
2349,8/6/2009,80.25,81.5,80.25,81.0,145619,2.3628775427072384,0
2350,8/7/2009,80.5,80.75,78.5,79.0,68508,2.2891661861152954,0
2351,8/10/2009,80.0,80.0,78.0,78.25,64320,2.1454986994849463,0
2352,8/11/2009,77.5,78.25,77.0,77.75,60895,1.9686025353217502,0
2353,8/13/2009,77.75,79.0,77.5,78.75,119971,1.8873465373554694,0
2354,8/14/2009,78.75,79.0,78.0,78.75,26488,1.8021762080388015,0
2355,8/17/2009,77.0,77.75,76.0,76.75,58338,1.5553655373999362,0
2356,8/18/2009,76.75,78.5,75.75,78.5,29107,1.483871530062956,0
2357,8/19/2009,78.25,78.25,76.0,76.25,63546,1.231460310296768,0
2358,8/20/2009,77.0,78.0,76.5,77.5,62790,1.1193835961176006,0
2359,8/21/2009,77.75,78.0,76.25,78.0,43082,1.058703736334877,0
2360,8/24/2009,79.0,79.25,78.25,78.25,49337,1.019040555749143,0
2361,8/25/2009,77.5,78.0,76.25,76.75,85664,0.8566942968201516,0
2362,8/26/2009,76.5,77.25,76.0,76.75,45801,0.7197370364419413,0
2363,8/27/2009,76.5,76.5,75.5,76.0,70870,0.5444031482659426,0
2364,8/28/2009,76.0,77.0,75.75,76.75,38354,0.4606583282048007,0
2365,8/31/2009,76.0,77.0,76.0,77.0,35918,0.4097396420804671,0
2366,9/1/2009,77.0,77.75,76.75,76.75,43727,0.34523366700209124,0
2367,9/2/2009,76.0,76.75,75.75,76.75,64048,0.29076051083524135,0
2368,9/3/2009,76.75,77.75,76.5,77.25,48324,0.2846546419200848,0
2369,9/4/2009,77.25,77.75,76.25,76.5,48294,0.21679785411566854,0
2370,9/7/2009,77.25,78.75,76.75,78.75,46933,0.34065025279750216,0
2371,9/8/2009,79.5,83.25,78.75,82.0,213667,0.693062812986426,0
2372,9/9/2009,82.0,82.25,80.75,81.75,43295,0.9413283480291881,0
2373,9/10/2009,82.75,84.0,82.0,82.25,91469,1.1649970339113622,0
2374,9/11/2009,82.5,83.5,81.25,81.75,75386,1.2870736734610944,0
2375,9/14/2009,81.0,83.25,80.5,81.0,62998,1.3082211981970744,0
2376,9/15/2009,81.25,81.25,78.75,79.75,146022,1.210166168309911,0
2377,9/16/2009,80.5,81.75,80.0,80.5,78500,1.179380419329263,0
