GPSC.BK,JMT.BK,GLOBAL.BK,PTTEP.BK,TISCO.BK,AOT.BK,KTB.BK,Return,Risk,SharpeRatio
0.13469311783845803,0.10301524638355856,0.05653479583584609,0.0781527654596134,0.2744425620224861,0.03130047509313179,0.321861037366906,0.20795631767319955,0.19376243355331704,1.0732540558021884
