symbol,sharpe_ratio
GPSC.BK,0.9111442918287287
JMT.BK,1.3501073943054254
GLOBAL.BK,0.6294609100709007
PTTEP.BK,0.5247899171808031
TISCO.BK,0.9379903794881879
AOT.BK,0.41185029503264864
KTB.BK,0.08869615707406278
