GPSC.BK,JMT.BK,GLOBAL.BK,PTTEP.BK,TISCO.BK,AOT.BK,KTB.BK,Return,Risk,SharpeRatio
0.3925837748388885,0.4311151710842277,0.007421369063467077,0.032374708709923254,0.05868176052551658,0.02743810544041088,0.050385110337566034,0.4062144164875949,0.23550205132659113,1.7248869561830784
