,0
0,0.5185166666666627
1,2.8011389999999716
2,0.9353337999999835
3,-9.210032000000021
4,10.14590969999998
5,-6.720510166666684
6,4.574550833333327
7,9.59870666666665
8,1.802226666666662
9,6.832529599999994
10,
11,2.1278370766666526
